FID,Id,X,y,longitud,latitud
420,0,621037.0000000,9773780.0000000,-79.9115982,-2.0463300
421,0,621038.0000000,9773780.0000000,-79.9115982,-2.0463300
422,0,621039.0000000,9773780.0000000,-79.9115982,-2.0463300
423,0,621040.0000000,9773780.0000000,-79.9115982,-2.0463300
424,0,621041.0000000,9773780.0000000,-79.9115982,-2.0463300
425,0,621016.0000000,9773780.0000000,-79.9117966,-2.0463200
426,0,621017.0000000,9773780.0000000,-79.9117966,-2.0463200
427,0,621018.0000000,9773780.0000000,-79.9117966,-2.0463200
428,0,621019.0000000,9773780.0000000,-79.9117966,-2.0463200
429,0,621020.0000000,9773780.0000000,-79.9117966,-2.0463200
430,0,621021.0000000,9773780.0000000,-79.9117966,-2.0463200
431,0,621022.0000000,9773780.0000000,-79.9117966,-2.0463200
432,0,621023.0000000,9773780.0000000,-79.9117966,-2.0463200
433,0,621024.0000000,9773780.0000000,-79.9117966,-2.0463200
434,0,621025.0000000,9773780.0000000,-79.9117966,-2.0463200
435,0,621026.0000000,9773780.0000000,-79.9116974,-2.0463200
436,0,621027.0000000,9773780.0000000,-79.9116974,-2.0463200
437,0,621028.0000000,9773780.0000000,-79.9116974,-2.0463200
438,0,621029.0000000,9773780.0000000,-79.9116974,-2.0463200
439,0,621030.0000000,9773780.0000000,-79.9116974,-2.0463200
440,0,621031.0000000,9773780.0000000,-79.9116974,-2.0463200
441,0,621032.0000000,9773780.0000000,-79.9116974,-2.0463200
442,0,621033.0000000,9773780.0000000,-79.9116974,-2.0463200
443,0,621034.0000000,9773780.0000000,-79.9116974,-2.0463200
444,0,621035.0000000,9773780.0000000,-79.9116974,-2.0463200
445,0,621036.0000000,9773780.0000000,-79.9116974,-2.0463200
446,0,621037.0000000,9773780.0000000,-79.9115982,-2.0463200
447,0,621038.0000000,9773780.0000000,-79.9115982,-2.0463200
448,0,621039.0000000,9773780.0000000,-79.9115982,-2.0463200
449,0,621040.0000000,9773780.0000000,-79.9115982,-2.0463200
450,0,621041.0000000,9773780.0000000,-79.9115982,-2.0463200
451,0,621042.0000000,9773780.0000000,-79.9115982,-2.0463200
452,0,621016.0000000,9773780.0000000,-79.9117966,-2.0463099
453,0,621017.0000000,9773780.0000000,-79.9117966,-2.0463099
454,0,621018.0000000,9773780.0000000,-79.9117966,-2.0463099
455,0,621019.0000000,9773780.0000000,-79.9117966,-2.0463099
456,0,621020.0000000,9773780.0000000,-79.9117966,-2.0463099
457,0,621021.0000000,9773780.0000000,-79.9117966,-2.0463099
458,0,621022.0000000,9773780.0000000,-79.9117966,-2.0463099
459,0,621023.0000000,9773780.0000000,-79.9117966,-2.0463099
460,0,621024.0000000,9773780.0000000,-79.9117966,-2.0463099
461,0,621025.0000000,9773780.0000000,-79.9117966,-2.0463099
462,0,621026.0000000,9773780.0000000,-79.9116974,-2.0463099
463,0,621027.0000000,9773780.0000000,-79.9116974,-2.0463099
464,0,621028.0000000,9773780.0000000,-79.9116974,-2.0463099
465,0,621029.0000000,9773780.0000000,-79.9116974,-2.0463099
466,0,621030.0000000,9773780.0000000,-79.9116974,-2.0463099
467,0,621031.0000000,9773780.0000000,-79.9116974,-2.0463099
468,0,621032.0000000,9773780.0000000,-79.9116974,-2.0463099
469,0,621033.0000000,9773780.0000000,-79.9116974,-2.0463099
470,0,621034.0000000,9773780.0000000,-79.9116974,-2.0463099
471,0,621035.0000000,9773780.0000000,-79.9116974,-2.0463099
472,0,621036.0000000,9773780.0000000,-79.9116974,-2.0463099
473,0,621037.0000000,9773780.0000000,-79.9115982,-2.0463099
474,0,621038.0000000,9773780.0000000,-79.9115982,-2.0463099
475,0,621039.0000000,9773780.0000000,-79.9115982,-2.0463099
476,0,621040.0000000,9773780.0000000,-79.9115982,-2.0463099
477,0,621041.0000000,9773780.0000000,-79.9115982,-2.0463099
478,0,621042.0000000,9773780.0000000,-79.9115982,-2.0463099
479,0,621043.0000000,9773780.0000000,-79.9115982,-2.0463099
480,0,621016.0000000,9773780.0000000,-79.9117966,-2.0462999
481,0,621017.0000000,9773780.0000000,-79.9117966,-2.0462999
482,0,621018.0000000,9773780.0000000,-79.9117966,-2.0462999
483,0,621019.0000000,9773780.0000000,-79.9117966,-2.0462999
484,0,621020.0000000,9773780.0000000,-79.9117966,-2.0462999
485,0,621021.0000000,9773780.0000000,-79.9117966,-2.0462999
486,0,621022.0000000,9773780.0000000,-79.9117966,-2.0462999
487,0,621023.0000000,9773780.0000000,-79.9117966,-2.0462999
488,0,621024.0000000,9773780.0000000,-79.9117966,-2.0462999
489,0,621025.0000000,9773780.0000000,-79.9117966,-2.0462999
490,0,621026.0000000,9773780.0000000,-79.9116974,-2.0462999
491,0,621027.0000000,9773780.0000000,-79.9116974,-2.0462999
492,0,621028.0000000,9773780.0000000,-79.9116974,-2.0462999
493,0,621029.0000000,9773780.0000000,-79.9116974,-2.0462999
494,0,621030.0000000,9773780.0000000,-79.9116974,-2.0462999
495,0,621031.0000000,9773780.0000000,-79.9116974,-2.0462999
496,0,621032.0000000,9773780.0000000,-79.9116974,-2.0462999
497,0,621033.0000000,9773780.0000000,-79.9116974,-2.0462999
498,0,621034.0000000,9773780.0000000,-79.9116974,-2.0462999
499,0,621035.0000000,9773780.0000000,-79.9116974,-2.0462999
500,0,621036.0000000,9773780.0000000,-79.9116974,-2.0462999
501,0,621037.0000000,9773780.0000000,-79.9115982,-2.0462999
502,0,621038.0000000,9773780.0000000,-79.9115982,-2.0462999
503,0,621039.0000000,9773780.0000000,-79.9115982,-2.0462999
504,0,621040.0000000,9773780.0000000,-79.9115982,-2.0462999
505,0,621041.0000000,9773780.0000000,-79.9115982,-2.0462999
506,0,621042.0000000,9773780.0000000,-79.9115982,-2.0462999
507,0,621043.0000000,9773780.0000000,-79.9115982,-2.0462999
508,0,621044.0000000,9773780.0000000,-79.9115982,-2.0462999
509,0,621016.0000000,9773780.0000000,-79.9117966,-2.0462899
510,0,621017.0000000,9773780.0000000,-79.9117966,-2.0462899
511,0,621018.0000000,9773780.0000000,-79.9117966,-2.0462899
512,0,621019.0000000,9773780.0000000,-79.9117966,-2.0462899
513,0,621020.0000000,9773780.0000000,-79.9117966,-2.0462899
514,0,621021.0000000,9773780.0000000,-79.9117966,-2.0462899
515,0,621022.0000000,9773780.0000000,-79.9117966,-2.0462899
516,0,621023.0000000,9773780.0000000,-79.9117966,-2.0462899
517,0,621024.0000000,9773780.0000000,-79.9117966,-2.0462899
518,0,621025.0000000,9773780.0000000,-79.9117966,-2.0462899
519,0,621026.0000000,9773780.0000000,-79.9116974,-2.0462899
520,0,621027.0000000,9773780.0000000,-79.9116974,-2.0462899
521,0,621028.0000000,9773780.0000000,-79.9116974,-2.0462899
522,0,621029.0000000,9773780.0000000,-79.9116974,-2.0462899
523,0,621030.0000000,9773780.0000000,-79.9116974,-2.0462899
524,0,621031.0000000,9773780.0000000,-79.9116974,-2.0462899
525,0,621032.0000000,9773780.0000000,-79.9116974,-2.0462899
526,0,621033.0000000,9773780.0000000,-79.9116974,-2.0462899
527,0,621034.0000000,9773780.0000000,-79.9116974,-2.0462899
528,0,621035.0000000,9773780.0000000,-79.9116974,-2.0462899
529,0,621036.0000000,9773780.0000000,-79.9116974,-2.0462899
530,0,621037.0000000,9773780.0000000,-79.9115982,-2.0462899
531,0,621038.0000000,9773780.0000000,-79.9115982,-2.0462899
532,0,621039.0000000,9773780.0000000,-79.9115982,-2.0462899
533,0,621040.0000000,9773780.0000000,-79.9115982,-2.0462899
534,0,621041.0000000,9773780.0000000,-79.9115982,-2.0462899
535,0,621042.0000000,9773780.0000000,-79.9115982,-2.0462899
536,0,621043.0000000,9773780.0000000,-79.9115982,-2.0462899
537,0,621044.0000000,9773780.0000000,-79.9115982,-2.0462899
538,0,621045.0000000,9773780.0000000,-79.9115982,-2.0462899
539,0,621046.0000000,9773780.0000000,-79.9115982,-2.0462899
540,0,621016.0000000,9773780.0000000,-79.9117966,-2.0462799
541,0,621017.0000000,9773780.0000000,-79.9117966,-2.0462799
542,0,621018.0000000,9773780.0000000,-79.9117966,-2.0462799
543,0,621019.0000000,9773780.0000000,-79.9117966,-2.0462799
544,0,621020.0000000,9773780.0000000,-79.9117966,-2.0462799
545,0,621021.0000000,9773780.0000000,-79.9117966,-2.0462799
546,0,621022.0000000,9773780.0000000,-79.9117966,-2.0462799
547,0,621023.0000000,9773780.0000000,-79.9117966,-2.0462799
548,0,621024.0000000,9773780.0000000,-79.9117966,-2.0462799
549,0,621025.0000000,9773780.0000000,-79.9117966,-2.0462799
550,0,621026.0000000,9773780.0000000,-79.9116974,-2.0462799
551,0,621027.0000000,9773780.0000000,-79.9116974,-2.0462799
552,0,621028.0000000,9773780.0000000,-79.9116974,-2.0462799
553,0,621029.0000000,9773780.0000000,-79.9116974,-2.0462799
554,0,621030.0000000,9773780.0000000,-79.9116974,-2.0462799
555,0,621031.0000000,9773780.0000000,-79.9116974,-2.0462799
556,0,621032.0000000,9773780.0000000,-79.9116974,-2.0462799
557,0,621033.0000000,9773780.0000000,-79.9116974,-2.0462799
558,0,621034.0000000,9773780.0000000,-79.9116974,-2.0462799
559,0,621035.0000000,9773780.0000000,-79.9116974,-2.0462799
560,0,621036.0000000,9773780.0000000,-79.9116974,-2.0462799
561,0,621037.0000000,9773780.0000000,-79.9115982,-2.0462799
562,0,621038.0000000,9773780.0000000,-79.9115982,-2.0462799
563,0,621039.0000000,9773780.0000000,-79.9115982,-2.0462799
564,0,621040.0000000,9773780.0000000,-79.9115982,-2.0462799
565,0,621041.0000000,9773780.0000000,-79.9115982,-2.0462799
566,0,621042.0000000,9773780.0000000,-79.9115982,-2.0462799
567,0,621043.0000000,9773780.0000000,-79.9115982,-2.0462799
568,0,621044.0000000,9773780.0000000,-79.9115982,-2.0462799
569,0,621045.0000000,9773780.0000000,-79.9115982,-2.0462799
570,0,621046.0000000,9773780.0000000,-79.9115982,-2.0462799
571,0,621047.0000000,9773780.0000000,-79.9115982,-2.0462799
572,0,621016.0000000,9773780.0000000,-79.9117966,-2.0462699
573,0,621017.0000000,9773780.0000000,-79.9117966,-2.0462699
574,0,621018.0000000,9773780.0000000,-79.9117966,-2.0462699
575,0,621019.0000000,9773780.0000000,-79.9117966,-2.0462699
576,0,621020.0000000,9773780.0000000,-79.9117966,-2.0462699
577,0,621021.0000000,9773780.0000000,-79.9117966,-2.0462699
578,0,621022.0000000,9773780.0000000,-79.9117966,-2.0462699
579,0,621023.0000000,9773780.0000000,-79.9117966,-2.0462699
580,0,621024.0000000,9773780.0000000,-79.9117966,-2.0462699
581,0,621025.0000000,9773780.0000000,-79.9117966,-2.0462699
582,0,621026.0000000,9773780.0000000,-79.9116974,-2.0462699
583,0,621027.0000000,9773780.0000000,-79.9116974,-2.0462699
584,0,621028.0000000,9773780.0000000,-79.9116974,-2.0462699
585,0,621029.0000000,9773780.0000000,-79.9116974,-2.0462699
586,0,621030.0000000,9773780.0000000,-79.9116974,-2.0462699
587,0,621031.0000000,9773780.0000000,-79.9116974,-2.0462699
588,0,621032.0000000,9773780.0000000,-79.9116974,-2.0462699
589,0,621033.0000000,9773780.0000000,-79.9116974,-2.0462699
590,0,621034.0000000,9773780.0000000,-79.9116974,-2.0462699
591,0,621035.0000000,9773780.0000000,-79.9116974,-2.0462699
592,0,621036.0000000,9773780.0000000,-79.9116974,-2.0462699
593,0,621037.0000000,9773780.0000000,-79.9115982,-2.0462699
594,0,621038.0000000,9773780.0000000,-79.9115982,-2.0462699
595,0,621039.0000000,9773780.0000000,-79.9115982,-2.0462699
596,0,621040.0000000,9773780.0000000,-79.9115982,-2.0462699
597,0,621041.0000000,9773780.0000000,-79.9115982,-2.0462699
598,0,621042.0000000,9773780.0000000,-79.9115982,-2.0462699
599,0,621043.0000000,9773780.0000000,-79.9115982,-2.0462699
600,0,621044.0000000,9773780.0000000,-79.9115982,-2.0462699
601,0,621045.0000000,9773780.0000000,-79.9115982,-2.0462699
602,0,621046.0000000,9773780.0000000,-79.9115982,-2.0462699
603,0,621047.0000000,9773780.0000000,-79.9115982,-2.0462699
604,0,621048.0000000,9773780.0000000,-79.9114990,-2.0462699
605,0,621016.0000000,9773780.0000000,-79.9117966,-2.0462601
606,0,621017.0000000,9773780.0000000,-79.9117966,-2.0462601
607,0,621018.0000000,9773780.0000000,-79.9117966,-2.0462601
608,0,621019.0000000,9773780.0000000,-79.9117966,-2.0462601
609,0,621020.0000000,9773780.0000000,-79.9117966,-2.0462601
610,0,621021.0000000,9773780.0000000,-79.9117966,-2.0462601
611,0,621022.0000000,9773780.0000000,-79.9117966,-2.0462601
612,0,621023.0000000,9773780.0000000,-79.9117966,-2.0462601
613,0,621024.0000000,9773780.0000000,-79.9117966,-2.0462601
614,0,621025.0000000,9773780.0000000,-79.9117966,-2.0462601
615,0,621026.0000000,9773780.0000000,-79.9116974,-2.0462601
616,0,621027.0000000,9773780.0000000,-79.9116974,-2.0462601
617,0,621028.0000000,9773780.0000000,-79.9116974,-2.0462601
618,0,621029.0000000,9773780.0000000,-79.9116974,-2.0462601
619,0,621030.0000000,9773780.0000000,-79.9116974,-2.0462601
620,0,621031.0000000,9773780.0000000,-79.9116974,-2.0462601
621,0,621032.0000000,9773780.0000000,-79.9116974,-2.0462601
622,0,621033.0000000,9773780.0000000,-79.9116974,-2.0462601
623,0,621034.0000000,9773780.0000000,-79.9116974,-2.0462601
624,0,621035.0000000,9773780.0000000,-79.9116974,-2.0462601
625,0,621036.0000000,9773780.0000000,-79.9116974,-2.0462601
626,0,621037.0000000,9773780.0000000,-79.9115982,-2.0462601
627,0,621038.0000000,9773780.0000000,-79.9115982,-2.0462601
628,0,621039.0000000,9773780.0000000,-79.9115982,-2.0462601
629,0,621040.0000000,9773780.0000000,-79.9115982,-2.0462601
630,0,621041.0000000,9773780.0000000,-79.9115982,-2.0462601
631,0,621042.0000000,9773780.0000000,-79.9115982,-2.0462601
632,0,621043.0000000,9773780.0000000,-79.9115982,-2.0462601
633,0,621044.0000000,9773780.0000000,-79.9115982,-2.0462601
634,0,621045.0000000,9773780.0000000,-79.9115982,-2.0462601
635,0,621046.0000000,9773780.0000000,-79.9115982,-2.0462601
636,0,621047.0000000,9773780.0000000,-79.9115982,-2.0462601
637,0,621048.0000000,9773780.0000000,-79.9114990,-2.0462601
638,0,621049.0000000,9773780.0000000,-79.9114990,-2.0462601
639,0,621016.0000000,9773790.0000000,-79.9117966,-2.0462601
640,0,621017.0000000,9773790.0000000,-79.9117966,-2.0462601
641,0,621018.0000000,9773790.0000000,-79.9117966,-2.0462601
642,0,621019.0000000,9773790.0000000,-79.9117966,-2.0462601
643,0,621020.0000000,9773790.0000000,-79.9117966,-2.0462601
644,0,621021.0000000,9773790.0000000,-79.9117966,-2.0462601
645,0,621022.0000000,9773790.0000000,-79.9117966,-2.0462601
646,0,621023.0000000,9773790.0000000,-79.9117966,-2.0462601
647,0,621024.0000000,9773790.0000000,-79.9117966,-2.0462601
648,0,621025.0000000,9773790.0000000,-79.9117966,-2.0462601
649,0,621026.0000000,9773790.0000000,-79.9116974,-2.0462601
650,0,621027.0000000,9773790.0000000,-79.9116974,-2.0462601
651,0,621028.0000000,9773790.0000000,-79.9116974,-2.0462601
652,0,621029.0000000,9773790.0000000,-79.9116974,-2.0462601
653,0,621030.0000000,9773790.0000000,-79.9116974,-2.0462601
654,0,621031.0000000,9773790.0000000,-79.9116974,-2.0462601
655,0,621032.0000000,9773790.0000000,-79.9116974,-2.0462601
656,0,621033.0000000,9773790.0000000,-79.9116974,-2.0462601
657,0,621034.0000000,9773790.0000000,-79.9116974,-2.0462601
658,0,621035.0000000,9773790.0000000,-79.9116974,-2.0462601
659,0,621036.0000000,9773790.0000000,-79.9116974,-2.0462601
660,0,621037.0000000,9773790.0000000,-79.9115982,-2.0462601
661,0,621038.0000000,9773790.0000000,-79.9115982,-2.0462601
662,0,621039.0000000,9773790.0000000,-79.9115982,-2.0462601
663,0,621040.0000000,9773790.0000000,-79.9115982,-2.0462501
664,0,621041.0000000,9773790.0000000,-79.9115982,-2.0462501
665,0,621042.0000000,9773790.0000000,-79.9115982,-2.0462501
666,0,621043.0000000,9773790.0000000,-79.9115982,-2.0462501
667,0,621044.0000000,9773790.0000000,-79.9115982,-2.0462501
668,0,621045.0000000,9773790.0000000,-79.9115982,-2.0462501
669,0,621046.0000000,9773790.0000000,-79.9115982,-2.0462501
670,0,621047.0000000,9773790.0000000,-79.9115982,-2.0462501
671,0,621048.0000000,9773790.0000000,-79.9114990,-2.0462501
672,0,621049.0000000,9773790.0000000,-79.9114990,-2.0462501
673,0,621050.0000000,9773790.0000000,-79.9114990,-2.0462501
674,0,621016.0000000,9773790.0000000,-79.9117966,-2.0462501
675,0,621017.0000000,9773790.0000000,-79.9117966,-2.0462501
676,0,621018.0000000,9773790.0000000,-79.9117966,-2.0462501
677,0,621019.0000000,9773790.0000000,-79.9117966,-2.0462501
678,0,621020.0000000,9773790.0000000,-79.9117966,-2.0462501
679,0,621021.0000000,9773790.0000000,-79.9117966,-2.0462501
680,0,621022.0000000,9773790.0000000,-79.9117966,-2.0462501
681,0,621023.0000000,9773790.0000000,-79.9117966,-2.0462501
682,0,621024.0000000,9773790.0000000,-79.9117966,-2.0462501
683,0,621025.0000000,9773790.0000000,-79.9117966,-2.0462501
684,0,621026.0000000,9773790.0000000,-79.9116974,-2.0462501
685,0,621027.0000000,9773790.0000000,-79.9116974,-2.0462501
686,0,621028.0000000,9773790.0000000,-79.9116974,-2.0462501
687,0,621029.0000000,9773790.0000000,-79.9116974,-2.0462501
688,0,621030.0000000,9773790.0000000,-79.9116974,-2.0462501
689,0,621031.0000000,9773790.0000000,-79.9116974,-2.0462501
690,0,621032.0000000,9773790.0000000,-79.9116974,-2.0462501
691,0,621033.0000000,9773790.0000000,-79.9116974,-2.0462501
692,0,621034.0000000,9773790.0000000,-79.9116974,-2.0462501
693,0,621035.0000000,9773790.0000000,-79.9116974,-2.0462501
694,0,621036.0000000,9773790.0000000,-79.9116974,-2.0462501
695,0,621037.0000000,9773790.0000000,-79.9115982,-2.0462501
696,0,621038.0000000,9773790.0000000,-79.9115982,-2.0462501
697,0,621039.0000000,9773790.0000000,-79.9115982,-2.0462501
698,0,621040.0000000,9773790.0000000,-79.9115982,-2.0462501
699,0,621041.0000000,9773790.0000000,-79.9115982,-2.0462501
700,0,621042.0000000,9773790.0000000,-79.9115982,-2.0462501
701,0,621043.0000000,9773790.0000000,-79.9115982,-2.0462501
702,0,621044.0000000,9773790.0000000,-79.9115982,-2.0462501
703,0,621045.0000000,9773790.0000000,-79.9115982,-2.0462501
704,0,621046.0000000,9773790.0000000,-79.9115982,-2.0462501
705,0,621047.0000000,9773790.0000000,-79.9115982,-2.0462501
706,0,621048.0000000,9773790.0000000,-79.9114990,-2.0462501
707,0,621049.0000000,9773790.0000000,-79.9114990,-2.0462501
708,0,621050.0000000,9773790.0000000,-79.9114990,-2.0462501
709,0,621016.0000000,9773790.0000000,-79.9117966,-2.0462401
710,0,621017.0000000,9773790.0000000,-79.9117966,-2.0462401
711,0,621018.0000000,9773790.0000000,-79.9117966,-2.0462401
712,0,621019.0000000,9773790.0000000,-79.9117966,-2.0462401
713,0,621020.0000000,9773790.0000000,-79.9117966,-2.0462401
714,0,621021.0000000,9773790.0000000,-79.9117966,-2.0462401
715,0,621022.0000000,9773790.0000000,-79.9117966,-2.0462401
716,0,621023.0000000,9773790.0000000,-79.9117966,-2.0462401
717,0,621024.0000000,9773790.0000000,-79.9117966,-2.0462401
718,0,621025.0000000,9773790.0000000,-79.9117966,-2.0462401
719,0,621026.0000000,9773790.0000000,-79.9116974,-2.0462401
720,0,621027.0000000,9773790.0000000,-79.9116974,-2.0462401
721,0,621028.0000000,9773790.0000000,-79.9116974,-2.0462401
722,0,621029.0000000,9773790.0000000,-79.9116974,-2.0462401
723,0,621030.0000000,9773790.0000000,-79.9116974,-2.0462401
724,0,621031.0000000,9773790.0000000,-79.9116974,-2.0462401
725,0,621032.0000000,9773790.0000000,-79.9116974,-2.0462401
726,0,621033.0000000,9773790.0000000,-79.9116974,-2.0462401
727,0,621034.0000000,9773790.0000000,-79.9116974,-2.0462401
728,0,621035.0000000,9773790.0000000,-79.9116974,-2.0462401
729,0,621036.0000000,9773790.0000000,-79.9116974,-2.0462401
730,0,621037.0000000,9773790.0000000,-79.9115982,-2.0462401
731,0,621038.0000000,9773790.0000000,-79.9115982,-2.0462401
732,0,621039.0000000,9773790.0000000,-79.9115982,-2.0462401
733,0,621040.0000000,9773790.0000000,-79.9115982,-2.0462401
734,0,621041.0000000,9773790.0000000,-79.9115982,-2.0462401
735,0,621042.0000000,9773790.0000000,-79.9115982,-2.0462401
736,0,621043.0000000,9773790.0000000,-79.9115982,-2.0462401
737,0,621044.0000000,9773790.0000000,-79.9115982,-2.0462401
738,0,621045.0000000,9773790.0000000,-79.9115982,-2.0462401
739,0,621046.0000000,9773790.0000000,-79.9115982,-2.0462401
740,0,621047.0000000,9773790.0000000,-79.9115982,-2.0462401
741,0,621048.0000000,9773790.0000000,-79.9114990,-2.0462401
742,0,621049.0000000,9773790.0000000,-79.9114990,-2.0462401
743,0,621050.0000000,9773790.0000000,-79.9114990,-2.0462401
744,0,621016.0000000,9773790.0000000,-79.9117966,-2.0462301
745,0,621017.0000000,9773790.0000000,-79.9117966,-2.0462301
746,0,621018.0000000,9773790.0000000,-79.9117966,-2.0462301
747,0,621019.0000000,9773790.0000000,-79.9117966,-2.0462301
748,0,621020.0000000,9773790.0000000,-79.9117966,-2.0462301
749,0,621021.0000000,9773790.0000000,-79.9117966,-2.0462301
750,0,621022.0000000,9773790.0000000,-79.9117966,-2.0462301
751,0,621023.0000000,9773790.0000000,-79.9117966,-2.0462301
752,0,621024.0000000,9773790.0000000,-79.9117966,-2.0462301
753,0,621025.0000000,9773790.0000000,-79.9117966,-2.0462301
754,0,621026.0000000,9773790.0000000,-79.9116974,-2.0462301
755,0,621027.0000000,9773790.0000000,-79.9116974,-2.0462301
756,0,621028.0000000,9773790.0000000,-79.9116974,-2.0462301
757,0,621029.0000000,9773790.0000000,-79.9116974,-2.0462301
758,0,621030.0000000,9773790.0000000,-79.9116974,-2.0462301
759,0,621031.0000000,9773790.0000000,-79.9116974,-2.0462301
760,0,621032.0000000,9773790.0000000,-79.9116974,-2.0462301
761,0,621033.0000000,9773790.0000000,-79.9116974,-2.0462301
762,0,621034.0000000,9773790.0000000,-79.9116974,-2.0462301
763,0,621035.0000000,9773790.0000000,-79.9116974,-2.0462301
764,0,621036.0000000,9773790.0000000,-79.9116974,-2.0462301
765,0,621037.0000000,9773790.0000000,-79.9115982,-2.0462301
766,0,621038.0000000,9773790.0000000,-79.9115982,-2.0462301
767,0,621039.0000000,9773790.0000000,-79.9115982,-2.0462301
768,0,621040.0000000,9773790.0000000,-79.9115982,-2.0462301
769,0,621041.0000000,9773790.0000000,-79.9115982,-2.0462301
770,0,621042.0000000,9773790.0000000,-79.9115982,-2.0462301
771,0,621043.0000000,9773790.0000000,-79.9115982,-2.0462301
772,0,621044.0000000,9773790.0000000,-79.9115982,-2.0462301
773,0,621045.0000000,9773790.0000000,-79.9115982,-2.0462301
774,0,621046.0000000,9773790.0000000,-79.9115982,-2.0462301
775,0,621047.0000000,9773790.0000000,-79.9115982,-2.0462301
776,0,621048.0000000,9773790.0000000,-79.9114990,-2.0462301
777,0,621049.0000000,9773790.0000000,-79.9114990,-2.0462301
778,0,621050.0000000,9773790.0000000,-79.9114990,-2.0462301
779,0,621016.0000000,9773790.0000000,-79.9117966,-2.0462201
780,0,621017.0000000,9773790.0000000,-79.9117966,-2.0462201
781,0,621018.0000000,9773790.0000000,-79.9117966,-2.0462201
782,0,621019.0000000,9773790.0000000,-79.9117966,-2.0462201
783,0,621020.0000000,9773790.0000000,-79.9117966,-2.0462201
784,0,621021.0000000,9773790.0000000,-79.9117966,-2.0462201
785,0,621022.0000000,9773790.0000000,-79.9117966,-2.0462201
786,0,621023.0000000,9773790.0000000,-79.9117966,-2.0462201
787,0,621024.0000000,9773790.0000000,-79.9117966,-2.0462201
788,0,621025.0000000,9773790.0000000,-79.9117966,-2.0462201
789,0,621026.0000000,9773790.0000000,-79.9116974,-2.0462201
790,0,621027.0000000,9773790.0000000,-79.9116974,-2.0462201
791,0,621028.0000000,9773790.0000000,-79.9116974,-2.0462201
792,0,621029.0000000,9773790.0000000,-79.9116974,-2.0462201
793,0,621030.0000000,9773790.0000000,-79.9116974,-2.0462201
794,0,621031.0000000,9773790.0000000,-79.9116974,-2.0462201
795,0,621032.0000000,9773790.0000000,-79.9116974,-2.0462201
796,0,621033.0000000,9773790.0000000,-79.9116974,-2.0462201
797,0,621034.0000000,9773790.0000000,-79.9116974,-2.0462201
798,0,621035.0000000,9773790.0000000,-79.9116974,-2.0462201
799,0,621036.0000000,9773790.0000000,-79.9116974,-2.0462201
800,0,621037.0000000,9773790.0000000,-79.9115982,-2.0462201
801,0,621038.0000000,9773790.0000000,-79.9115982,-2.0462201
802,0,621039.0000000,9773790.0000000,-79.9115982,-2.0462201
803,0,621040.0000000,9773790.0000000,-79.9115982,-2.0462201
804,0,621041.0000000,9773790.0000000,-79.9115982,-2.0462201
805,0,621042.0000000,9773790.0000000,-79.9115982,-2.0462201
806,0,621043.0000000,9773790.0000000,-79.9115982,-2.0462201
807,0,621044.0000000,9773790.0000000,-79.9115982,-2.0462201
808,0,621045.0000000,9773790.0000000,-79.9115982,-2.0462201
809,0,621046.0000000,9773790.0000000,-79.9115982,-2.0462201
810,0,621047.0000000,9773790.0000000,-79.9115982,-2.0462201
811,0,621048.0000000,9773790.0000000,-79.9114990,-2.0462201
812,0,621049.0000000,9773790.0000000,-79.9114990,-2.0462201
813,0,621050.0000000,9773790.0000000,-79.9114990,-2.0462201
814,0,621016.0000000,9773790.0000000,-79.9117966,-2.0462101
815,0,621017.0000000,9773790.0000000,-79.9117966,-2.0462101
816,0,621018.0000000,9773790.0000000,-79.9117966,-2.0462101
817,0,621019.0000000,9773790.0000000,-79.9117966,-2.0462101
818,0,621020.0000000,9773790.0000000,-79.9117966,-2.0462101
819,0,621021.0000000,9773790.0000000,-79.9117966,-2.0462101
820,0,621022.0000000,9773790.0000000,-79.9117966,-2.0462101
821,0,621023.0000000,9773790.0000000,-79.9117966,-2.0462101
822,0,621024.0000000,9773790.0000000,-79.9117966,-2.0462101
823,0,621025.0000000,9773790.0000000,-79.9117966,-2.0462101
824,0,621026.0000000,9773790.0000000,-79.9116974,-2.0462101
825,0,621027.0000000,9773790.0000000,-79.9116974,-2.0462101
826,0,621028.0000000,9773790.0000000,-79.9116974,-2.0462101
827,0,621029.0000000,9773790.0000000,-79.9116974,-2.0462101
828,0,621030.0000000,9773790.0000000,-79.9116974,-2.0462101
829,0,621031.0000000,9773790.0000000,-79.9116974,-2.0462101
830,0,621032.0000000,9773790.0000000,-79.9116974,-2.0462101
831,0,621033.0000000,9773790.0000000,-79.9116974,-2.0462101
832,0,621034.0000000,9773790.0000000,-79.9116974,-2.0462101
833,0,621035.0000000,9773790.0000000,-79.9116974,-2.0462101
834,0,621036.0000000,9773790.0000000,-79.9116974,-2.0462101
835,0,621037.0000000,9773790.0000000,-79.9115982,-2.0462101
836,0,621038.0000000,9773790.0000000,-79.9115982,-2.0462101
837,0,621039.0000000,9773790.0000000,-79.9115982,-2.0462101
838,0,621040.0000000,9773790.0000000,-79.9115982,-2.0462101
839,0,621041.0000000,9773790.0000000,-79.9115982,-2.0462101
840,0,621042.0000000,9773790.0000000,-79.9115982,-2.0462101
841,0,621043.0000000,9773790.0000000,-79.9115982,-2.0462101
842,0,621044.0000000,9773790.0000000,-79.9115982,-2.0462101
